,movie_ids
2135,0221111
2136,0144168
2137,0033922
2138,0118100
2139,2446980
2140,1267299
2141,0088206
2142,0465657
2143,0039370
2144,0118928
2145,0021910
2146,3699674
2147,1817273
2148,0060474
2149,0035317
2150,0102059
2151,0068638
2152,0069768
2153,0053137
2154,0116275
2155,1151911
2156,0120890
2157,0851577
2158,0081427
2159,0120669
2160,0105236
2161,0089276
2162,1798243
2163,0034240
2164,0120917
2165,0289043
2166,0104507
2167,0312848
2168,0207998
2169,0142181
2170,0107131
2171,0242653
2172,0297814
2173,0245046
2174,0113749
2175,0054428
2176,1809398
2177,2436386
2178,0049966
2179,0396042
2180,0094933
2181,0115986
2182,1524137
2183,2975578
2184,0193253
2185,0055805
2186,0096028
2187,0472033
2188,0218967
2189,0139654
2190,0398808
2191,0060371
2192,0115641
2193,0149691
2194,0060086
2195,0888817
2196,0025913
2197,0090274
2198,0399102
2199,0080881
2200,0067992
2201,0086154
2202,0326306
2203,0431197
2204,0279331
2205,0062793
2206,0081506
2207,0273253
2208,0070328
2209,0059903
2210,0326977
2211,0473753
2212,0103962
2213,1646987
2214,3110014
2215,0054248
2216,0129290
2217,0164917
2218,0947810
2219,0315983
2220,0112688
2221,0055831
2222,0162973
2223,0117765
2224,0457510
2225,1291584
2226,1034331
2227,0058576
2228,0082348
2229,2492564
2230,0092501
2231,2991224
2232,1222817
2233,0092513
2234,0790628
2235,0352520
2236,0097550
2237,0100107
2238,0097637
2239,1139328
2240,0113117
2241,0094761
2242,0393109
2243,0089880
2244,0192335
2245,0120032
2246,0412019
2247,1336608
2248,0064603
2249,1748207
2250,0165773
2251,3487994
2252,0289848
2253,0342492
2254,0839980
2255,0095801
2256,0065421
2257,2545118
2258,1855199
2259,0018328
2260,0072951
2261,0478209
2262,0105391
2263,0811106
2264,0095963
2265,0078950
2266,0061138
2267,4500922
2268,0119137
2269,0106400
2270,0408839
2271,2064968
2272,0051850
2273,0108188
2274,0912599
2275,2290553
2276,0033563
2277,0204137
2278,1274586
2279,0387131
2280,0246641
2281,1980209
2282,0110066
2283,0402901
2284,0114345
2285,0374546
2286,2109248
2287,0104756
2288,0102592
2289,0118901
2290,0116684
2291,0055895
2292,0107616
2293,0119303
2294,1981677
2295,0318374
2296,0387514
2297,0112697
2298,0091343
2299,0347618
2300,0106611
2301,1701991
2302,0092857
2303,1474276
2304,2345759
2305,0181627
2306,0116908
2307,0095895
2308,0120797
2309,0079095
2310,0427152
2311,0045891
2312,0090830
2313,0110965
2314,0055614
2315,0422618
2316,0029808
2317,0067372
2318,1702439
2319,0096794
2320,0115906
2321,0111094
2322,0377752
2323,0065112
2324,3716530
2325,0108525
2326,0275847
2327,0087182
2328,0074174
2329,0110950
2330,0119509
2331,1820723
2332,0365737
2333,0243609
2334,0118460
2335,0097322
2336,0120812
2337,0098769
2338,0402910
2339,2239832
2340,0218043
2341,0087298
2342,0171433
2343,0092666
2344,0120788
2345,0055031
2346,2006040
2347,0039853
2348,5640450
2349,0430289
2350,0064940
2351,1467306
2352,0097858
2353,0042593
2354,3501632
2355,1440292
2356,0452681
2357,0102456
2358,0285531
2359,0120815
2360,1778304
2361,0025878
2362,0094673
2363,2265171
2364,0463872
2365,0043274
2366,0078908
2367,0109830
2368,3262342
2369,0048261
2370,0089457
2371,0112950
2372,2557490
2373,0110296
2374,0489281
2375,0292644
2376,0081964
2377,0971209
2378,0097742
2379,0043618
2380,1242599
2381,1794821
2382,0120820
2383,0315824
2384,0069995
2385,1594562
2386,0097457
2387,0094035
2388,1517260
2389,0100639
2390,0092745
2391,1825683
2392,0113253
2393,2357291
2394,0337579
2395,0269329
2396,0383028
2397,1127715
2398,0363771
2399,0110877
2400,0076666
2401,1492030
2402,0473075
2403,0094602
2404,0485947
2405,3397884
2406,0106339
2407,0034583
2408,0181786
2409,0098645
2410,0120591
2411,0061847
2412,0422401
2413,0120791
2414,0067411
2415,3862750
2416,0318761
2417,0097889
2418,0233142
2419,0050598
2420,0120596
2421,2381941
2422,0317705
2423,0205873
2424,0240419
2425,0121765
2426,0442933
2427,0110395
2428,1956620
2429,0104837
2430,0848537
2431,1126590
2432,0095953
2433,0094142
2434,0146316
2435,0120749
2436,3185602
2437,0107426
2438,0116320
2439,0075223
2440,0058625
2441,0388795
2442,0040497
2443,0112471
2444,1094249
2445,0348836
2446,0110912
2447,0094625
2448,0254686
2449,0084726
2450,0110399
2451,0242423
2452,1430132
2453,0166924
2454,0047673
2455,6317962
2456,0112851
2457,0232500
2458,0069293
2459,3732950
2460,0113820
2461,0051380
2462,0023969
2463,0109913
2464,0104135
2465,0046478
2466,1924394
2467,0095882
2468,0101507
2469,0844794
2470,0817230
2471,0064118
2472,1399103
2473,0120646
2474,0282768
2475,0871427
2476,2094064
2477,0110917
2478,0077631
2479,0285005
2480,3077214
2481,1172570
2482,0101453
2483,0066817
2484,0067525
2485,0298856
2486,1462901
2487,0310203
2488,0031580
2489,0365830
2490,0104231
2491,1050160
2492,0349903
2493,3203616
2494,0191037
2495,0070666
2496,0075675
2497,0115862
2498,1182350
2499,0098384
2500,0067789
2501,0770828
2502,0102443
2503,1297919
2504,0086333
2505,0117658
2506,2347134
2507,0383694
2508,0028216
2509,0293416
2510,0263757
2511,0065088
2512,0076141
2513,0026676
2514,0063186
2515,0116289
2516,1132626
2517,0242193
2518,0093640
2519,0100405
2520,1071875
2521,0115640
2522,1260502
2523,0385726
2524,2301592
2525,0099810
2526,0308379
2527,0119908
2528,1032856
2529,0087995
2530,0087062
2531,0115033
2532,0347791
2533,0059170
2534,0082517
2535,0081268
2536,0120265
2537,0120794
2538,0409182
2539,0171865
2540,0092240
2541,0097236
2542,0191423
2543,0044079
2544,0063715
2545,0430484
2546,0177747
2547,3147312
2548,0075066
2549,0251654
2550,0200530
2551,0072848
2552,0124315
2553,0110671
2554,0057187
2555,0101757
2556,0106770
2557,0097336
2558,0268380
2559,0092608
2560,3079380
2561,0948470
2562,0053085
2563,0113283
2564,0109454
2565,0884328
2566,2281587
2567,0065063
2568,0091790
2569,2358891
2570,2234025
2571,0087980
2572,0109520
2573,0120550
2574,0339840
2575,0081974
2576,1130988
2577,0119361
2578,0485985
2579,0100944
2580,0109890
2581,5111874
2582,0156901
2583,0119304
2584,0061996
2585,0892318
2586,2073520
2587,0116835
2588,0079718
2589,0054331
2590,0307109
2591,0212826
2592,3715122
2593,0301167
2594,0114131
2595,0040495
2596,0210567
2597,0805570
2598,1300851
2599,0368794
2600,0105699
2601,0328802
2602,0359013
2603,0183505
2604,0118692
2605,2562232
2606,0303785
2607,0095271
2608,0310154
2609,0111070
2610,0405336
2611,0099334
2612,1247667
2613,1172206
2614,0142240
2615,0200027
2616,0101516
2617,0457430
2618,0277941
2619,0264935
2620,0120647
2621,0842926
2622,0419058
2623,0063415
2624,0058230
2625,0455538
2626,0055400
2627,0114852
2628,3544112
2629,0105706
2630,0063374
2631,0119256
2632,0113819
2633,0103850
2634,0267891
2635,1706593
2636,0082382
2637,0289879
2638,0057581
2639,0424880
2640,0827521
2641,0051381
2642,2582496
2643,0086879
2644,0048380
2645,0037193
2646,5461956
2647,1979388
2648,0023563
2649,0115885
2650,1665071
2651,0338325
2652,0087032
2653,0112625
2654,0213790
2655,0078504
2656,0267804
2657,0455760
2658,0120801
2659,0424565
2660,0181984
2661,0408828
2662,0104839
2663,0064146
2664,0032976
2665,2870612
2666,0453671
2667,0096071
2668,0120692
2669,0128445
2670,0099014
2671,0995036
2672,0404030
2673,0089370
2674,0060908
2675,0066765
2676,0115834
2677,0914863
2678,0338751
2679,2323836
2680,0449061
2681,0071203
2682,0466342
2683,0409847
2684,0096163
2685,1135092
2686,0058450
2687,2452200
2688,0077928
2689,1136608
2690,1396218
2691,0192111
2692,0360323
2693,0107050
2694,0332379
2695,0082176
2696,0154506
2697,0109415
2698,0280030
2699,0113674
2700,4052882
2701,1683876
2702,2548208
2703,0112651
2704,1972663
2705,0141926
2706,0246500
2707,0313670
2708,1375670
2709,0482571
2710,0410097
2711,0306734
2712,1727770
2713,1655442
2714,0206926
2715,5476944
2716,0089222
2717,1502404
2718,0269341
2719,0072081
2720,2567026
2721,0133152
2722,1027718
2723,0269389
2724,0092783
2725,0892769
2726,2479478
2727,0484439
2728,0838232
2729,0087277
2730,0099864
2731,1430607
2732,0120053
2733,1540011
2734,0077838
2735,1219342
2736,0077588
2737,0077869
2738,2017020
2739,0062043
2740,0117731
2741,0093589
2742,0765446
2743,0427312
2744,0348333
2745,0083530
2746,0051077
2747,3201722
2748,0308506
2749,0109305
2750,0076786
2751,1049413
2752,0088979
2753,0297144
2754,0113828
2755,0116259
2756,1620446
2757,0093044
2758,0105690
2759,0280453
2760,0066832
2761,0064782
2762,0075572
2763,0120731
2764,0091288
2765,3499096
2766,0427327
2767,0059229
2768,0337909
2769,0118604
2770,0079946
2771,0179098
2772,0108598
2773,0119859
2774,0117802
2775,0945571
2776,0091364
2777,0099762
2778,1609479
2779,1425244
2780,1991031
2781,0913445
2782,0115491
2783,0118900
2784,0080889
2785,0104181
2786,2033193
2787,0257044
2788,0882977
2789,0110216
2790,0117615
2791,0102900
2792,0108071
2793,0272338
2794,0111419
2795,0273646
2796,0363579
2797,0092654
2798,0144715
2799,0117951
2800,0092610
2801,0108442
2802,0160236
2803,0017416
2804,0062376
2805,1706598
2806,0115964
2807,0243736
2808,0364517
2809,0114898
2810,0118818
2811,0256415
2812,0059243
2813,0049223
2814,0285492
2815,0245943
2816,0092695
2817,0118414
2818,0096463
2819,0122515
2820,0166485
2821,0074285
2822,0094980
2823,1397514
2824,6335734
2825,0280609
2826,0978764
2827,0120594
2828,0118787
2829,0090729
2830,0096487
2831,0085750
2832,1971325
2833,0075222
2834,0790686
2835,0029942
2836,0113617
2837,0985058
2838,0436331
2839,0027977
2840,0216755
2841,0045591
2842,0465188
2843,3498820
2844,2582426
2845,0194368
2846,0355702
2847,0848557
2848,0023245
2849,1900893
2850,0043949
2851,0056197
2852,0090837
2853,0087835
2854,0379225
2855,0168794
2856,0102536
2857,0050972
2858,1911553
2859,0449086
2860,0094746
2861,0091867
2862,0091799
2863,0462396
2864,2910904
2865,1182921
2866,1790864
2867,0205000
2868,0093713
2869,7690670
2870,0230838
2871,0970416
2872,0146402
2873,2059171
2874,0053143
2875,0799954
2876,0397044
2877,0331811
2878,0365651
2879,0211933
2880,0330229
2881,0088915
2882,0026138
2883,3973198
2884,1710417
2885,1850457
2886,0120382
2887,0208502
2888,0209322
2889,1265990
2890,0203632
2891,0862766
2892,0079540
2893,0114594
2894,0051773
2895,0070506
2896,0180734
2897,1658837
2898,0116422
2899,1386703
2900,0830558
2901,0120831
2902,1126618
2903,0318155
2904,0075314
2905,0108059
2906,0116401
2907,0186045
2908,0370754
2909,1311067
2910,0099726
2911,0069865
2912,0036824
2913,1374989
2914,0071565
2915,0418763
2916,0083550
2917,0813547
2918,0022002
2919,0098725
2920,0082726
2921,0061791
2922,0047396
2923,0347149
2924,0477095
2925,0098536
2926,0448011
2927,0058886
2928,1490017
2929,0349416
2930,1566648
2931,2120120
2932,1083456
2933,2132285
2934,0104114
2935,0036775
2936,0094791
2937,0096874
2938,0029870
2939,1128075
2940,4624424
2941,0758774
2942,1034303
2943,0114508
2944,1441912
2945,0096880
2946,2383068
2947,0090774
2948,0350028
2949,0269499
2950,1294970
2951,0383216
2952,1661382
2953,0085794
2954,0092546
2955,0057518
2956,5164432
2957,0049902
2958,0067116
2959,0427944
2960,0022183
2961,0077530
2962,0461770
2963,0356999
2964,2023453
2965,0095532
2966,0075202
2967,2380307
2968,3067274
2969,0233298
2970,0040724
2971,0053793
2972,1924273
2973,0348150
2974,0087799
2975,0079759
2976,3977428
2977,1258972
2978,1045772
2979,2172584
2980,0027893
2981,0120188
2982,0059575
2983,0112255
2984,0043686
2985,3783958
2986,3205376
2987,0960731
2988,0097499
2989,0438205
2990,1065073
2991,1190539
2992,0113057
2993,0114129
2994,0066963
2995,0112508
2996,0160338
2997,0113691
2998,0097428
2999,0091877
3000,1935859
3001,0044207
3002,3778644
3003,1856101
3004,0109297
3005,1286785
3006,0028597
3007,0285627
3008,0031742
3009,0118688
3010,0051337
3011,0837562
3012,0897387
3013,0189160
3014,0240515
3015,1172233
3016,0435705
3017,0095243
3018,0298798
3019,0107818
3020,0107282
3021,0102011
3022,0011541
3023,0113403
3024,0090888
3025,0044741
3026,0091188
3027,1092026
3028,0120238
3029,0090095
3030,0119164
3031,0399877
3032,0262432
3033,0165929
3034,3903852
3035,0282698
3036,0437232
3037,0250797
3038,0077394
3039,0482606
3040,0057840
3041,0118755
3042,0110074
3043,0086973
3044,0034493
3045,0091369
3046,0111546
3047,0035093
3048,0110364
3049,0109279
3050,1714208
3051,2431286
3052,0804555
3053,0120873
3054,0051365
3055,0091480
3056,1646971
3057,2381111
3058,0088258
3059,0087265
3060,2531344
3061,0086978
3062,0077681
3063,0325980
3064,0142233
3065,0096754
3066,0290673
3067,0464049
3068,5607028
3069,1190722
3070,0412915
3071,0422720
3072,0035169
3073,0274309
3074,0081383
3075,0138704
3076,0096454
3077,1784538
3078,0059418
3079,0416496
3080,0295721
3081,0099204
3082,2751310
3083,0286476
3084,0059646
3085,0068646
3086,0330602
3087,0082370
3088,0097523
3089,0082045
3090,0055032
3091,0119310
3092,0386117
3093,0120764
3094,0338466
3095,0114308
3096,0113972
3097,1131748
3098,0086491
3099,0114007
3100,0828154
3101,0087746
3102,0086984
3103,0066811
3104,0054325
3105,0063829
3106,0095776
3107,0497329
3108,0068767
3109,0327679
3110,0259685
3111,0369060
3112,0184858
3113,0329774
3114,0056443
3115,0910905
3116,0120742
3117,0120133
3118,0419749
3119,0281724
3120,3248600
3121,0041650
3122,0024601
3123,1217565
3124,0181865
3125,0160399
3126,0995039
3127,0158371
3128,0104691
3129,0215545
3130,0484855
3131,1230385
3132,0287969
3133,0103285
3134,0039566
3135,0086907
3136,0079641
3137,0029081
3138,0071910
3139,1959490
3140,0185431
3141,0039335
3142,0118971
3143,1259521
3144,0116654
3145,0146675
3146,1725986
3147,4272866
3148,1327194
3149,0367085
3150,0088763
3151,0496325
3152,3442006
3153,0071746
3154,0087075
3155,0311113
3156,0212346
3157,0106473
3158,0082186
3159,0091738
3160,0040308
3161,0053115
3162,0093940
3163,0120710
3164,0111323
3165,1323594
3166,0146984
3167,0084938
3168,0040746
3169,0415978
3170,5519340
3171,0074156
3172,1267297
3173,0080388
3174,0365748
3175,0276751
3176,0097390
3177,0027300
3178,0163983
3179,0149723
3180,1877797
3181,0259711
3182,0093389
3183,0098513
3184,1663636
3185,0075686
3186,0051378
3187,0043456
3188,1935896
3189,0416212
3190,0086637
3191,0312004
3192,0119173
3193,0058083
3194,1235841
3195,0814255
3196,0063385
3197,0384814
3198,0035211
3199,0285175
3200,0435706
3201,0090319
3202,0324216
3203,0113071
3204,0119465
3205,0117276
3206,0200849
3207,0114736
3208,0073312
3209,0385690
3210,0082121
3211,0065571
3212,0210070
3213,0364385
3214,0115856
3215,0199725
3216,0384819
3217,0342167
3218,0176783
3219,0190861
3220,0063557
3221,0112740
3222,0993842
3223,0106455
3224,0144117
3225,1217637
3226,1667353
3227,0109831
3228,4438848
3229,0118540
3230,0115571
3231,1567437
3232,0101917
3233,0425413
3234,0323572
3235,0241025
3236,1758692
3237,0267913
3238,0450972
3239,0419434
3240,0097235
3241,0114117
3242,1762248
3243,0083658
3244,0035140
3245,1491044
3246,0080761
3247,0119654
3248,1838544
3249,0144214
3250,0087781
3251,0071455
3252,0058154
3253,3110958
3254,1974419
3255,0479528
3256,1190080
3257,0165078
3258,0281820
3259,0099005
3260,0469263
3261,0118702
3262,0093200
3263,0117247
3264,1093908
3265,0285861
3266,0191636
3267,0029992
3268,0379557
3269,3090634
3270,1320082
3271,0180073
3272,0102820
3273,2515034
3274,0468565
3275,0163676
3276,0065777
3277,0363828
3278,0057251
3279,2980706
3280,0403702
3281,3672742
3282,1216475
3283,0090190
3284,0436613
3285,0295552
3286,0093137
3287,0115639
3288,0273799
3289,0109676
3290,2832470
3291,0024264
3292,1245526
3293,0097940
3294,0096945
3295,0103184
3296,0012349
3297,0080025
3298,6644200
3299,0403508
3300,0086993
3301,0396652
3302,0274497
3303,1034314
3304,0058333
3305,1190536
3306,1179025
3307,2397535
3308,2334873
3309,0193560
3310,0138510
3311,0097958
3312,0111590
3313,1704573
3314,3076658
3315,0075194
3316,1099212
3317,0367631
3318,0890870
3319,0405455
3320,0032762
3321,0196229
3322,0189192
3323,0073582
3324,1116184
3325,0056704
3326,0120724
3327,0035423
3328,0117420
3329,1109624
3330,0099487
3331,0019777
3332,3089388
3333,0075807
3334,0283530
3335,0079574
3336,2243469
3337,0141907
3338,0078938
3339,1125254
3340,0102943
3341,0039694
3342,3896198
3343,0097211
3344,3381008
3345,0479468
3346,0088146
3347,1321969
3348,0088286
3349,0091653
3350,0036506
3351,0052311
3352,0093894
3353,0424129
3354,1320244
3355,0203230
3356,0060196
3357,0110091
3358,0381505
3359,0085478
3360,0469021
3361,0265662
3362,0107612
3363,0238883
3364,0085404
3365,2258345
3366,0279889
3367,0044916
3368,0104437
3369,1417592
3370,0465430
3371,0064116
3372,0029583
3373,0212517
3374,0167404
3375,0112792
3376,0104321
3377,3486626
3378,0076044
3379,0109303
3380,0091445
3381,0118163
3382,0051459
3383,0493405
3384,1854564
3385,0090022
3386,0049456
3387,0486655
3388,0053125
3389,0115493
3390,5135434
3391,0422093
3392,0478304
3393,3642618
3394,0120148
3395,0309698
3396,0084266
3397,1078940
3398,0080923
3399,2017486
3400,0079116
3401,0103596
3402,0264578
3403,0765432
3404,0976238
3405,1620680
3406,0070022
3407,0062803
3408,0090203
3409,2283362
3410,0096328
3411,0105187
3412,7193448
3413,0077651
3414,3832914
3415,0152183
3416,1001526
3417,0188640
3418,1483013
3419,0480687
3420,0986263
3421,0093605
3422,0110081
3423,0357277
3424,0116293
3425,0113677
3426,0955308
3427,0240890
3428,0034492
3429,0430357
3430,0073099
3431,0287645
3432,0467406
3433,0111282
3434,0330829
3435,1355683
3436,0101669
3437,0080716
3438,0496328
3439,0119080
3440,0230512
3441,0119053
3442,0200465
3443,0800069
3444,0325710
3445,0283084
3446,0139898
3447,1253864
3448,0087650
3449,0162866
3450,0142245
3451,0079240
3452,0380599
3453,0108308
3454,0027260
3455,3247714
3456,0117039
3457,0259446
3458,0118055
3459,0340468
3460,0038166
3461,0228786
3462,0145660
3463,0446755
3464,0762117
3465,0307479
3466,0110521
3467,0066798
3468,0079453
3469,1092633
3470,0024852
3471,0091541
3472,0486946
3473,1343727
3474,0113321
3475,1000774
3476,0120860
3477,0056095
3478,0089385
3479,0122642
3480,0120744
3481,0120804
3482,3312830
3483,0082350
3484,0045152
3485,2053463
3486,0066344
3487,5439796
3488,0293007
3489,1893256
3490,0043983
3491,0106880
3492,0077429
3493,1210819
3494,3606752
3495,1770734
3496,0094812
3497,0120321
3498,0137355
3499,2265534
3500,0432283
3501,0094737
3502,0041587
3503,0897361
3504,0457513
3505,0083590
3506,0094882
3507,0112883
3508,0105323
3509,1024715
3510,4019560
3511,0379786
3512,0116589
3513,2771200
3514,0111255
3515,0102216
3516,0087089
3517,4193394
3518,2692250
3519,0035019
3520,0105813
3521,0079550
3522,0443431
3523,0054462
3524,0117965
3525,3793788
3526,0245574
3527,0076723
3528,0101912
3529,1216492
3530,0374569
3531,0055572
3532,0462246
3533,0898367
3534,1499666
3535,0160862
3536,0109443
3537,3464902
3538,0065988
3539,0114694
3540,0097081
3541,0083169
3542,4144190
3543,0250468
3544,0268995
3545,0249462
3546,0084504
3547,0059749
3548,0052027
3549,0808417
3550,0057697
3551,0095250
3552,0119738
3553,0117690
3554,0298148
3555,0077292
3556,0077594
3557,1104083
3558,0055928
3559,0031971
3560,0041509
3561,0058946
3562,0290145
3563,0070034
3564,0372588
3565,0052902
3566,0118966
3567,0120184
3568,3411444
3569,1656190
3570,0414993
3571,0051994
3572,0119360
3573,0219854
3574,0117008
3575,0092048
3576,0087175
3577,0113538
3578,0054997
3579,0271946
3580,0114069
3581,0055277
3582,1217209
3583,0082763
3584,0073631
3585,0086197
3586,0113122
3587,0846308
3588,0108052
3589,0138946
3590,0116827
3591,0420087
3592,0046876
3593,0099073
3594,0037558
3595,0286162
3596,0318974
3597,1183919
3598,0070509
3599,0134614
3600,0080377
3601,0963807
3602,0436724
3603,3471098
3604,0091306
3605,0118539
3606,0094828
3607,0102465
3608,0426931
3609,0083254
3610,0119472
3611,0363510
3612,1680019
3613,2229499
3614,0078446
3615,0417433
3616,1239426
3617,0219699
3618,0871426
3619,0293662
3620,0454824
3621,0112602
3622,1790809
3623,0038661
3624,0061495
3625,0112435
3626,2234155
3627,0369610
3628,0092086
3629,1626146
3630,0376921
3631,1028532
3632,0479500
3633,0473434
3634,0101787
3635,0373926
3636,4348012
3637,0120491
3638,0058213
3639,2212008
3640,0074851
3641,0120483
3642,0243862
3643,0019729
3644,0490076
3645,1135493
3646,0308514
3647,0265459
3648,0362165
3649,2386404
3650,0327698
3651,0830570
3652,0295178
3653,0133751
3654,1041829
3655,0107002
3656,0181852
3657,3098812
3658,0107943
3659,0084555
3660,3813310
3661,0113101
3662,0375073
3663,1063669
3664,0116731
3665,0935075
3666,0112819
3667,0109348
3668,0422295
3669,1438176
3670,0253126
3671,0106447
3672,6184894
3673,0047682
3674,1469304
3675,0910554
3676,1020072
3677,0102370
3678,3717252
3679,0454919
3680,0211938
3681,0120770
3682,0082910
3683,0795351
3684,0218182
3685,0084602
3686,1104006
3687,0024966
3688,0093692
3689,1124035
3690,0048960
3691,0162348
3692,0261289
3693,0116209
3694,0054130
3695,0988108
3696,0111454
3697,0086619
3698,0404364
3699,0106452
3700,0090605
3701,0086969
3702,2758904
3703,4447518
3704,1446192
3705,0834001
3706,0060200
3707,0093036
3708,0201840
3709,0489282
3710,2987732
3711,0074442
3712,0317919
3713,0075754
3714,1937118
3715,0359950
3716,0088707
3717,2937696
3718,0085474
3719,1559547
3720,0427392
3721,3689498
3722,0400717
3723,0179626
3724,0492486
3725,0105601
3726,0298228
3727,0146455
3728,0073629
3729,0489099
3730,2152198
3731,0092618
3732,0120185
3733,0116151
3734,2267968
3735,0118866
3736,0256524
3737,0454776
3738,0085426
3739,0079219
3740,0050986
3741,1535108
3742,0483726
3743,0065911
3744,3346224
3745,0095270
3746,0088103
3747,0109450
3748,0804540
3749,0458242
3750,0106356
3751,0075784
3752,0080749
3753,0800039
3754,0192194
3755,0422370
3756,0100814
3757,0115836
3758,0082431
3759,0198386
3760,0243759
3761,0116493
3762,3397160
3763,0106664
3764,0462322
3765,1212450
3766,2263814
3767,0114194
3768,0275083
3769,0361596
3770,0293815
3771,0059043
3772,0200768
3773,0020530
3774,0192071
3775,0117128
3776,0085549
3777,4009460
3778,0053183
3779,0356910
3780,0125439
3781,0029850
3782,1079444
3783,3703750
3784,0469754
3785,0096336
3786,1124039
3787,0082817
3788,0108174
3789,0280778
3790,0211281
3791,1667307
3792,1821658
3793,0119644
3794,4468740
3795,1213663
3796,0052847
3797,5662106
3798,0110963
3799,0291579
3800,0425061
3801,1598873
3802,0104427
3803,0445939
3804,1234721
3805,0076299
3806,0217630
3807,4270878
3808,0031679
3809,0046672
3810,0311429
3811,0032138
3812,0104868
3813,0065528
3814,0000516
3815,0369672
3816,1434447
3817,0074291
3818,0105321
3819,0097165
3820,0052587
3821,0116790
3822,0112373
3823,4547194
3824,1714915
3825,0104743
3826,0107247
3827,0096321
3828,0362227
3829,0032475
3830,0271219
3831,0095875
3832,0085346
3833,0356721
3834,0415481
3835,0295289
3836,1713476
3837,0116502
3838,0259484
3839,0088944
3840,0057936
3841,0116141
3842,0354766
3843,0334405
3844,0103064
3845,1038686
3846,2709768
3847,0382868
3848,0138563
3849,0089218
3850,0110005
3851,0048605
3852,0084352
3853,1814621
3854,1073510
3855,0053320
3856,0025164
3857,0207201
3858,0097366
3859,0290823
3860,0249131
3861,0261983
3862,0099077
3863,0100196
3864,0096171
3865,0452637
3866,1586265
3867,0227984
3868,0021890
3869,2967224
3870,0142342
3871,0118954
3872,0212815
3873,0061177
3874,2265398
3875,2543472
3876,1421051
3877,0306841
3878,0082484
3879,0047472
3880,0116922
3881,0325655
3882,0952682
3883,1214962
3884,4176826
3885,0173390
3886,0101765
3887,0039190
3888,1412386
3889,0057859
3890,0081060
3891,0118744
3892,0314412
3893,1034032
3894,1598778
3895,0112288
3896,0086034
3897,0237993
3898,0100212
3899,0158131
3900,2305051
3901,0103035
3902,0246677
3903,0031060
3904,0084787
3905,0123865
3906,0456470
3907,0101452
3908,6648926
3909,0236348
3910,5555502
3911,0340377
3912,1277737
3913,0250258
3914,0040068
3915,0094898
3916,0068326
3917,3534602
3918,1320239
3919,0120755
3920,0274407
3921,2798920
3922,0410400
3923,0120711
3924,0113247
3925,1465487
3926,0780571
3927,0082200
3928,0113280
3929,0095031
3930,0270707
3931,0100663
3932,0089960
3933,0100112
3934,0080610
3935,0118956
3936,2784512
3937,0077766
3938,1340773
3939,0092796
3940,0808399
3941,0091530
3942,0466893
3943,0098663
3944,0118556
3945,2702724
3946,0278731
3947,1429433
3948,1336006
3949,0028231
3950,0095638
3951,0283160
3952,0376717
3953,0184526
3954,0432021
3955,0395169
3956,0066769
3957,0038669
3958,0106315
3959,0109508
3960,0377091
3961,0045537
3962,0100994
3963,4116284
3964,3066856
3965,0073076
3966,0120603
3967,0120616
3968,0309820
3969,0388556
3970,0109813
3971,2381249
3972,1251743
3973,1536537
3974,0491747
3975,2403021
3976,0301414
3977,0070355
3978,0097702
3979,0397101
3980,0117737
3981,1583323
3982,0436727
3983,1675192
3984,0124770
3985,0398563
3986,0816711
3987,0097481
3988,0800022
3989,0314498
3990,0323250
3991,0072730
3992,0116704
3993,0067756
3994,0375154
3995,0110678
3996,0266391
3997,0116404
3998,0264395
3999,0115195
4000,0061089
4001,0762107
4002,0317842
4003,0088247
4004,0331933
4005,0490048
4006,4034452
4007,0041546
4008,0113613
4009,0087666
4010,0095675
4011,0103247
4012,0238112
4013,0120472
4014,0050825
4015,0071517
4016,0294357
4017,0368933
4018,0082146
4019,2322517
4020,0072684
4021,1712170
4022,0443536
4023,0058571
4024,0100680
4025,0040806
4026,0335345
4027,0097438
4028,0049261
4029,0120866
4030,0841046
4031,0122541
4032,0084390
4033,0134847
4034,2869728
4035,0329691
4036,1351685
4037,0323872
4038,0090859
4039,1194263
4040,0101540
4041,0086312
4042,0101748
4043,0110265
4044,0398165
4045,0058700
4046,0031885
4047,0142250
4048,1270798
4049,0087188
4050,0103060
4051,0110538
4052,1037705
4053,0117093
4054,1113829
4055,0361748
4056,0090886
4057,1285309
4058,3788052
4059,0091059
4060,0089110
4061,2294677
4062,0031381
4063,0208196
4064,0368658
4065,3212232
4066,0372824
4067,1007028
4068,0111201
4069,0070849
4070,0116441
4071,0458525
4072,0063350
4073,1155056
4074,0377713
4075,0120912
4076,0115742
4077,0113089
4078,1981115
4079,0109067
4080,0033712
4081,0116329
4082,0220627
4083,0093488
4084,0110367
4085,0304262
4086,0116365
4087,1245104
4088,0116253
4089,0057345
4090,0073341
4091,0308644
4092,3844362
4093,0193524
4094,0479997
4095,0078062
4096,0108160
4097,0092675
4098,0110638
4099,0860906
4100,0845046
4101,0401244
4102,0113438
4103,0370032
4104,0119311
4105,0071569
4106,0367089
4107,0045888
4108,0084628
4109,0272045
4110,0260991
4111,0327162
4112,0385700
4113,0090219
4114,0328962
4115,0206963
4116,0430916
4117,0492784
4118,0111507
4119,4831420
4120,0300471
4121,0066830
4122,0110455
4123,0903135
4124,0102175
4125,1144884
4126,1568346
4127,1178665
4128,0029146
4129,0091983
4130,0100928
4131,0132477
4132,0055198
4133,0475944
