,movie_ids
4134,0408985
4135,1187064
4136,1121794
4137,0388888
4138,0047528
4139,0084412
4140,0434124
4141,0358273
4142,0136244
4143,0465203
4144,3475596
4145,0093596
4146,1832382
4147,5613056
4148,0274166
4149,0118150
4150,0289944
4151,0433362
4152,0097965
4153,0285742
4154,3564794
4155,2401878
4156,0118927
4157,0090056
4158,0117571
4159,0054743
4160,0357470
4161,0077189
4162,0031397
4163,0120735
4164,0182789
4165,3067038
4166,0470752
4167,2321549
4168,0082558
4169,1398941
4170,2139555
4171,0117774
4172,0358456
4173,0107840
4174,0119715
4175,0314630
4176,0479162
4177,0091064
4178,0379865
4179,0101775
4180,0281358
4181,0425598
4182,0031210
4183,4062536
4184,0367594
4185,4555426
4186,0380817
4187,0384488
4188,0444628
4189,0081505
4190,3263904
4191,0092948
4192,0125659
4193,0230011
4194,2554274
4195,0099939
4196,0104695
4197,1638002
4198,2948356
4199,0119109
4200,0313542
4201,3877674
4202,1053424
4203,1464540
4204,0030993
4205,0874957
4206,0023042
4207,0172495
4208,2402101
4209,0156841
4210,1800241
4211,0120663
4212,0115509
4213,0120654
4214,0162677
4215,0396592
4216,0106379
4217,0473308
4218,0151804
4219,0100485
4220,0473444
4221,0050095
4222,0077321
4223,0495034
4224,0112896
4225,0486358
4226,0099785
4227,0028683
4228,0389790
4229,0022958
4230,0387898
4231,0049408
4232,0139414
4233,0105414
4234,0403455
4235,0071115
4236,0419677
4237,0139134
4238,0160916
4239,0199626
4240,0277434
4241,2452386
4242,5950978
4243,0825283
4244,0913951
4245,0473107
4246,0245429
4247,0110632
4248,0119630
4249,0110982
4250,0112913
4251,0076729
4252,0088184
4253,0032455
4254,0120373
4255,0110620
4256,1637725
4257,0118528
4258,0040823
4259,0397065
4260,2170439
4261,0102510
4262,0115535
4263,1486192
4264,0876563
4265,1410063
4266,0197521
4267,0120891
4268,2417712
4269,1655461
4270,0074205
4271,0089087
4272,1735898
4273,0105327
4274,0319061
4275,0910936
4276,0116913
4277,2660888
4278,0384806
4279,0070350
4280,7807952
4281,0091699
4282,0119395
4283,0285036
4284,0318403
4285,0115725
4286,0084370
4287,0095863
4288,3457734
4289,0478566
4290,0082100
4291,0118892
4292,0035567
4293,0304328
4294,0050280
4295,0118566
4296,0056868
4297,0423977
4298,0108323
4299,0041094
4300,0064793
4301,0206226
4302,2720680
4303,0032551
4304,0131325
4305,6156350
4306,0109129
4307,0286716
4308,0094731
4309,0041498
4310,0072251
4311,0090967
4312,0085701
4313,0117407
4314,0064349
4315,0015648
4316,1569923
4317,0456396
4318,0113947
4319,5192124
4320,0099558
4321,0077713
4322,0085636
4323,0423505
4324,0076391
4325,0104663
4326,1262981
4327,0046303
4328,0120449
4329,0102250
4330,0140883
4331,0085244
4332,0438097
4333,0100157
4334,0091225
4335,0072901
4336,1295071
4337,0080453
4338,0059125
4339,0054033
4340,0097576
4341,0498399
4342,0094939
4343,2428170
4344,0105428
4345,0088814
4346,1886493
4347,0299458
4348,0106591
4349,0282744
4350,0387808
4351,0295238
4352,3511596
4353,0272020
4354,0367555
4355,0365957
4356,3510480
4357,0279111
4358,1334260
4359,0110971
4360,0441909
4361,0110647
4362,3850590
4363,0450827
4364,0477051
4365,0058150
4366,0065134
4367,0889583
4368,1401152
4369,3530002
4370,0240468
4371,0074102
4372,3270538
4373,5462602
4374,0131857
4375,2396566
4376,0082755
4377,0093773
4378,0371552
4379,0465580
4380,0288330
4381,0115678
4382,0283426
4383,0859163
4384,0326769
4385,0119248
4386,3264102
4387,0978762
4388,1300854
4389,0155753
4390,0042208
4391,2268617
4392,2316204
4393,0075005
4394,0082083
4395,0106226
4396,0289408
4397,1247640
4398,0215369
4399,0060665
4400,0076070
4401,0110612
4402,0322802
4403,0093075
4404,0377818
4405,2140619
4406,0380268
4407,2724064
4408,6354108
4409,0084335
4410,0082010
4411,0362270
4412,0036969
4413,0105399
4414,0062687
4415,0373981
4416,0373889
4417,1911658
4418,0100258
4419,0093066
4420,0108515
4421,1018765
4422,2788716
4423,0465602
4424,2322441
4425,0478049
4426,1780798
4427,0378194
4428,0116594
4429,0106827
4430,2788710
4431,0243585
4432,0087635
4433,0199129
4434,0114609
4435,0102800
4436,0024034
4437,0102065
4438,0097443
4439,0117666
4440,0397313
4441,0108147
4442,0114057
4443,1951266
4444,0413845
4445,0170016
4446,0120004
4447,0878835
4448,4044364
4449,0118571
4450,0111003
4451,0251031
4452,0249893
4453,0076137
4454,1125849
4455,0379000
4456,0379357
4457,0268690
4458,0088850
4459,0107225
4460,0080360
4461,0080836
4462,3065204
4463,0243493
4464,0035575
4465,0100050
4466,1423894
4467,0304141
4468,2872750
4469,0418689
4470,0070917
4471,1054487
4472,0244000
4473,0101846
4474,1318514
4475,2379713
4476,5215952
4477,0056903
4478,0114571
4479,0120772
4480,0081376
4481,0092563
4482,3762912
4483,0816462
4484,0112571
4485,0253867
4486,1478338
4487,0459945
4488,1355644
4489,0332047
4490,0040613
4491,0117091
4492,1371111
4493,0413267
4494,3011894
4495,0088680
4496,0174336
4497,0070290
4498,2145829
4499,1615147
4500,0090368
4501,0116607
4502,0334029
4503,0105629
4504,0207275
4505,0080491
4506,1034389
4507,1571404
4508,0185371
4509,0398913
4510,0112691
4511,3874544
4512,0160611
4513,0072271
4514,0059673
4515,2239822
4516,0049169
4517,0094947
4518,0080472
4519,0094631
4520,0110299
4521,0113870
4522,1883092
4523,1172049
4524,0210234
4525,0210044
4526,3097204
4527,0458352
4528,0088993
4529,0318283
4530,0033870
4531,0292506
4532,0063819
4533,3086442
4534,0097722
4535,3731562
4536,1435513
4537,0048445
4538,0083642
4539,0042276
4540,0091326
4541,0300274
4542,0047677
4543,0107563
4544,1103153
4545,0113133
4546,0092494
4547,0435625
4548,0034862
4549,0380389
4550,0070294
4551,0102015
4552,1591095
4553,0312843
4554,0039040
4555,0091875
4556,1549572
4557,0327919
4558,0203166
4559,0455135
4560,6039532
4561,0099512
4562,1013607
4563,0765476
4564,1935902
4565,5066574
4566,0026714
4567,0893382
4568,0063759
4569,2106476
4570,0368264
4571,0071222
4572,0281322
4573,1248971
4574,0107617
4575,0031405
4576,0168122
4577,0058708
4578,0133240
4579,0400525
4580,0245891
4581,0116313
4582,0102573
4583,0120390
4584,0033553
4585,0426883
4586,0118925
4587,2304933
4588,0104452
4589,0037635
4590,4501454
4591,1024215
4592,0286106
4593,0367790
4594,0492044
4595,0780002
4596,1727587
4597,0283897
4598,0096324
4599,0095409
4600,1117666
4601,1196204
4602,0101272
4603,0060584
4604,0060748
4605,0424095
4606,1124388
4607,0028510
4608,1640459
4609,0254455
4610,0093777
4611,1939659
4612,0118819
4613,0065938
4614,1120985
4615,1648179
4616,0787470
4617,0317226
4618,0092593
4619,0209463
4620,0471042
4621,2359024
4622,0094764
4623,0880502
4624,0119734
4625,0116778
4626,0102603
4627,1583420
4628,1343092
4629,4705522
4630,0089538
4631,0022835
4632,0087803
4633,0099750
4634,1433540
4635,0238948
4636,0339412
4637,0489237
4638,0043137
4639,0061770
4640,0391024
4641,0037884
4642,0097758
4643,0144201
4644,0337741
4645,0020641
4646,0245929
4647,0084854
4648,0780504
4649,0100140
4650,0051036
4651,1091863
4652,0426459
4653,0382625
4654,0243664
4655,1001508
4656,0953318
4657,0116506
4658,0128853
4659,1453405
4660,2126355
4661,0334541
4662,1329665
4663,0045274
4664,1781769
4665,0123385
4666,0097579
4667,0360139
4668,2382009
4669,0082199
4670,0052278
4671,0093677
4672,0997047
4673,1791682
4674,0116722
4675,1075110
4676,0236493
4677,1284575
4678,0000439
4679,0398027
4680,0374330
4681,0080263
4682,0073260
4683,0089941
4684,0425253
4685,0392465
4686,3666024
4687,0361620
4688,0247380
4689,2025690
4690,0023753
4691,0116448
4692,2309021
4693,0115736
4694,4255304
4695,0452702
4696,0116571
4697,0133189
4698,0113199
4699,0942384
4700,0276816
4701,0122151
4702,0230534
4703,1201607
4704,1024648
4705,0333780
4706,0387412
4707,0974015
4708,0035446
4709,0104466
4710,0102494
4711,1723811
4712,1013743
4713,0119896
4714,0093185
4715,0343663
4716,0109254
4717,0077655
4718,8391976
4719,0085248
4720,0106697
4721,0112722
4722,2084989
4723,0077362
4724,0210065
4725,0190332
4726,0481499
4727,0117293
4728,0112130
4729,0280665
4730,2055765
4731,0280707
4732,0122933
4733,0038890
4734,0053622
4735,1462758
4736,0236216
4737,0363988
4738,0049470
4739,0086837
4740,3043542
4741,0381940
4742,2486678
4743,1111422
4744,0119743
4745,0183869
4746,2395427
4747,0298408
4748,0094072
4749,0107148
4750,0864761
4751,0109015
4752,0035432
4753,0050976
4754,0476735
4755,0246772
4756,4366830
4757,0104573
4758,0052618
4759,0314431
4760,0113973
4761,0993846
4762,0096257
4763,0039689
4764,0460780
4765,0120889
4766,0057076
4767,0246134
4768,0091680
4769,0116552
4770,3231054
4771,1597522
4772,0071269
4773,0118531
4774,0108037
4775,1389137
4776,0102609
4777,0443465
4778,0295700
4779,3322940
4780,4312536
4781,1411704
4782,0120679
4783,0280460
4784,0101590
4785,0221344
4786,0068156
4787,0448134
4788,0118829
4789,2548396
4790,0055601
4791,3748440
4792,0113041
4793,1763303
4794,0114113
4795,1355638
4796,0056218
4797,0095564
4798,0037059
4799,0057611
4800,0115472
4801,0091836
4802,0469903
4803,0069369
4804,0102517
4805,4935334
4806,1691448
4807,0029453
4808,1621444
4809,2713180
4810,0082934
4811,0100409
4812,0486585
4813,0074718
4814,0108185
4815,0049607
4816,1197628
4817,0069198
4818,1187043
4819,0045897
4820,0119874
4821,0191397
4822,0056600
4823,0111309
4824,0032617
4825,0069754
4826,0064030
4827,0086361
4828,0106489
4829,0057129
4830,0368578
4831,0083480
4832,1152398
4833,0214388
4834,0080474
4835,0093105
4836,0118749
4837,1424432
4838,0095294
4839,0050371
4840,0133952
4841,0096094
4842,0874952
4843,0803096
4844,1536044
4845,2017561
4846,0114048
4847,0100211
4848,0090655
4849,0021079
4850,0105017
4851,2911666
4852,0086617
4853,0091474
4854,0066892
4855,0325055
4856,0066740
4857,5487524
4858,0360009
4859,0057215
4860,0164961
4861,0290002
4862,0089393
4863,1847548
4864,1307068
4865,2808986
4866,0119535
4867,0211492
4868,0453451
4869,0042451
4870,0443649
4871,0100998
4872,1077368
4873,3072482
4874,0370986
4875,0334965
4876,0248808
4877,2965466
4878,0126886
4879,0074486
4880,0117283
4881,3622592
4882,1127896
4883,0087332
4884,0103855
4885,1542768
4886,0115697
4887,0098143
4888,1531663
4889,2278388
4890,0066601
4891,0083929
4892,0092717
4893,1135084
4894,0109446
4895,0335438
4896,0112443
4897,1392190
4898,0099365
4899,0234354
4900,0056119
4901,0416236
4902,1322312
4903,0060330
4904,1031280
4905,0062711
4906,0365183
4907,1148204
4908,0119223
4909,0120402
4910,0102095
4911,5521550
4912,3895884
4913,0181739
4914,0078748
4915,0499603
4916,0417148
4917,0083702
4918,0045793
4919,0086325
4920,1560970
4921,0443453
4922,0362269
4923,0112483
4924,0084503
4925,0265651
4926,0117438
4927,0080120
4928,0172627
4929,0114388
4930,1403177
4931,0220506
4932,0092965
4933,0087597
4934,0487132
4935,0102926
4936,0126604
4937,0113443
4938,0053976
4939,0368575
4940,0108065
4941,0079239
4942,0064714
4943,2333804
4944,0096378
4945,0267287
4946,0120399
4947,2280378
4948,0465142
4949,1860353
4950,0119594
4951,7214762
4952,0087932
4953,2187884
4954,4925292
4955,0493459
4956,1855325
4957,0203009
4958,2241351
4959,4451458
4960,0102266
4961,0074084
4962,0427470
4963,2304771
4964,2719848
4965,0216800
4966,0250478
4967,0417741
4968,0054387
4969,5653294
4970,0083686
4971,0028212
4972,0061439
4973,0881200
4974,0111667
4975,0048021
4976,0235712
4977,3470600
4978,0280653
4979,0114671
4980,0190798
4981,0056415
4982,0070861
4983,2024432
4984,2057392
4985,0119695
4986,0112864
4987,0120274
4988,0268397
4989,1242432
4990,0082269
4991,0121261
4992,0068240
4993,0083833
4994,0086508
4995,0240510
4996,0381707
4997,1045670
4998,0313443
4999,0099582
5000,0100133
5001,1764234
5002,0090556
5003,0081420
5004,0050839
5005,0252684
5006,0099669
5007,0211653
5008,0113936
5009,0076360
5010,2184339
5011,0340855
5012,1937133
5013,1872181
5014,0109759
5015,0167456
5016,0183523
5017,0027996
5018,0069467
5019,1605783
5020,0108265
5021,0108526
5022,0390123
5023,0266915
5024,1710396
5025,0157583
5026,0041113
5027,1687281
5028,3687398
5029,0100934
5030,6714534
5031,0137439
5032,0217869
5033,0064451
5034,0039628
5035,0063442
5036,2870808
5037,0246765
5038,0258038
5039,0266308
5040,1385826
5041,0462335
5042,0107978
5043,0107091
5044,0765010
5045,1563738
5046,0256276
5047,0070334
5048,1045658
5049,0119432
5050,0889573
5051,0078869
5052,0057590
5053,0082418
5054,0234215
5055,0342172
5056,0115907
5057,0328589
5058,2910814
5059,0059578
5060,1075747
5061,0270560
5062,0168987
5063,0393596
5064,0305396
5065,2883512
5066,1674771
5067,1489167
5068,0119396
5069,0831887
5070,0083851
5071,1776196
5072,0337917
5073,0102293
5074,1390411
5075,0486551
5076,1631867
5077,0068617
5078,0283900
5079,0075261
5080,2402927
5081,0120765
5082,0090037
5083,0166813
5084,1366344
5085,0310281
5086,0057358
5087,0317303
5088,0120657
5089,0117942
5090,0109028
5091,0118799
5092,1568911
5093,3723996
5094,0260414
5095,0109951
5096,0065531
5097,0317198
5098,0164052
5099,0207805
5100,0055256
5101,0044829
5102,0386064
5103,2310332
5104,0120029
5105,0119717
5106,0493949
5107,0330069
5108,0115658
5109,0435670
5110,0070047
5111,0110027
5112,0110413
5113,0093186
5114,0064665
5115,0064689
5116,0093693
5117,0272152
5118,0078350
5119,0434409
5120,0083271
5121,0057171
5122,0177650
5123,0417225
5124,0247444
5125,0070510
5126,0084648
5127,0068699
5128,0096446
5129,0110200
5130,0775529
5131,4449576
5132,0248667
5133,0061809
5134,0405159
5135,0101414
5136,0270688
5137,0059037
5138,0142248
5139,0993779
5140,3234126
5141,2996648
5142,1800246
5143,0098253
5144,0305206
5145,0109593
5146,0084805
5147,0120199
5148,0117381
5149,0115530
5150,0099030
5151,0388473
5152,0082377
5153,0355987
5154,0037515
5155,0096386
5156,0043362
5157,3203606
5158,0098625
5159,0272207
5160,0087050
5161,0280491
5162,0106341
5163,0421238
5164,0098692
5165,0122264
5166,0215750
5167,0088117
5168,0361693
5169,5326448
5170,0286499
5171,0155267
5172,0109578
5173,0477302
5174,0068361
5175,0091939
5176,1905041
5177,0110729
5178,0046268
5179,0091217
5180,0117718
5181,0080736
5182,3628584
5183,0038650
5184,0120787
5185,0120324
5186,0022913
5187,0060827
5188,0039211
5189,0049291
5190,0091763
5191,0109040
5192,3411432
5193,0235198
5194,0102492
5195,0069947
5196,3819668
5197,0112342
5198,0120722
5199,0083972
5200,0144528
5201,0262911
5202,0076636
5203,0485851
5204,0030608
5205,1054486
5206,0120370
5207,1242422
5208,0091167
5209,1798709
5210,0112368
5211,0422528
5212,0046889
5213,1543920
5214,0082432
5215,1600196
5216,0060176
5217,0397892
5218,0095016
5219,0096639
5220,1699114
5221,0443706
5222,0042994
5223,0120828
5224,0095082
5225,0877057
5226,1117563
5227,1055300
5228,0808151
5229,0480255
5230,0104558
5231,0180093
5232,0938330
5233,0162360
5234,1332128
5235,0841044
5236,0070842
5237,0053559
5238,0042200
5239,0067952
5240,1229822
5241,0101893
5242,1549920
5243,0048356
5244,2718440
5245,0111512
5246,1398426
5247,0023622
5248,0117883
5249,0085970
5250,0309377
5251,0402399
5252,0106364
5253,0105438
5254,0076363
5255,0098141
5256,0795421
5257,0433412
5258,0107822
5259,1535109
5260,0032145
5261,0109445
5262,3748512
5263,0091860
5264,1837709
5265,0831888
5266,0117107
5267,3014666
5268,0243017
5269,0377062
5270,0430105
5271,1583421
5272,0304081
5273,0108181
5274,0290538
5275,0832266
5276,0218112
5277,0100758
5278,1673434
5279,0053291
5280,2134170
5281,0329767
5282,1535970
5283,0086567
5284,0905372
5285,0041996
5286,0343818
5287,0087985
5288,0130414
5289,1082588
5290,0443676
5291,0117705
5292,5254868
5293,0006333
5294,1289401
5295,0120263
5296,0175880
5297,0220099
5298,0114781
5299,0033804
5300,0325703
5301,0099165
5302,0115433
5303,0435651
5304,2231253
5305,0048393
5306,0892791
5307,0114168
5308,0377109
5309,0094713
5310,0110889
5311,0036855
5312,0041497
5313,0316396
5314,0118836
5315,0110771
5316,0106881
5317,0118972
5318,1754656
5319,0219965
5320,0038854
5321,0021746
5322,0092337
5323,0059095
5324,0331632
5325,0119707
5326,0081400
5327,0453548
5328,0796366
5329,0168449
5330,0986264
5331,0414387
5332,0264761
5333,0057887
5334,0812243
5335,1628841
5336,4651410
5337,3455224
5338,0114887
5339,1510938
5340,4769836
5341,1705115
5342,0464154
5343,0120118
5344,0119174
5345,0101393
5346,0061747
5347,0266697
5348,0116930
5349,0067185
5350,0068762
5351,0462465
5352,0280590
5353,0368008
5354,0115644
5355,0129280
5356,1753968
5357,0120776
5358,0832879
5359,0098042
5360,1731141
5361,3416744
5362,1753383
5363,0093467
5364,0137338
5365,0048308
5366,0151137
5367,1772240
5368,0047577
5369,1630637
5370,1985966
5371,0405325
5372,1590089
5373,0233044
5374,0096933
5375,0090848
5376,0083190
5377,0328880
5378,1454029
5379,1018785
5380,0141098
5381,0250494
5382,0190374
5383,1591479
5384,0090917
5385,0119086
5386,1010048
5387,0110353
5388,0110420
5389,0489049
5390,1912398
5391,0054649
5392,0081184
5393,0257516
5394,0067588
5395,0069089
5396,0085461
5397,0115988
5398,1486185
5399,0340012
5400,1247704
5401,1323045
5402,0080391
5403,0116477
5404,0113799
5405,0059643
5406,0060182
5407,0059674
5408,0059573
5409,0134618
5410,0366532
5411,3799694
5412,2044056
5413,0072410
5414,0052722
5415,0172184
5416,1223236
5417,0094357
5418,0113409
5419,0817177
5420,0287839
5421,0110737
5422,0468094
5423,0035417
5424,0093418
5425,0111161
5426,0420294
5427,1477076
5428,0120885
5429,0063465
5430,1677561
5431,0055471
5432,2167202
5433,1181927
5434,0035896
5435,0046521
5436,0097257
5437,0083943
5438,0146516
5439,1450321
5440,0098273
5441,0964185
5442,0330373
5443,0075213
5444,0036377
5445,0190641
5446,0088846
5447,0059855
5448,0121766
5449,0102083
5450,0472027
5451,3322364
5452,2034031
5453,0091209
5454,0089670
5455,0107076
5456,1298650
5457,0098258
5458,0195714
5459,0093870
5460,0059557
5461,0071206
5462,0128221
5463,0107207
5464,0278736
5465,0119488
5466,1046163
5467,0103644
5468,4475970
5469,1226774
5470,0037638
5471,0046438
5472,0409459
5473,0088760
5474,0427954
5475,0091934
5476,0134033
5477,0120241
5478,1033467
5479,0405469
5480,0285823
5481,0118661
5482,0110759
5483,1017451
5484,0431308
5485,0094964
5486,0327850
5487,0145893
5488,0081150
5489,0093407
5490,0114614
5491,0042876
5492,1232829
5493,0017925
5494,1385867
5495,0101410
5496,0329717
5497,0454987
5498,1142988
5499,0057812
5500,0454082
5501,0071360
5502,0126859
5503,0429573
5504,0103767
5505,0077745
5506,0472562
5507,0848281
5508,0830361
5509,0125971
5510,0240913
5511,0081207
5512,1527788
5513,0007264
5514,4935372
5515,0072226
5516,0162346
5517,0348121
5518,0424205
5519,1462900
5520,0092046
5521,0029606
5522,0056262
5523,0099128
5524,0361127
5525,0037536
5526,0492499
5527,0090756
5528,0363547
5529,0298388
5530,1850397
5531,0080297
5532,1366312
5533,0082782
5534,0117071
5535,0091419
5536,0074258
5537,0902272
5538,0250934
5539,0078346
5540,2561572
5541,2962876
5542,0205271
5543,0795176
5544,0212720
5545,0089604
5546,0134273
5547,0111438
5548,0062794
5549,0073820
5550,0287467
5551,1176740
5552,0222812
5553,0981227
5554,0465538
5555,0043278
5556,1144539
5557,0420251
5558,4550098
5559,0436078
5560,1816518
5561,0095304
5562,0220580
5563,0092537
5564,0338564
5565,0280380
5566,0114916
5567,0119217
5568,0073018
5569,1038988
5570,0283431
5571,0118887
5572,0304669
5573,0425123
5574,1157605
5575,0112844
5576,0124102
5577,2039393
5578,1263670
5579,3792960
5580,0117918
5581,0116282
5582,0119778
5583,0070698
5584,1500491
5585,0101745
5586,0453467
5587,3138698
5588,0235327
5589,1829012
5590,0089175
5591,0242508
5592,0110907
5593,0056196
5594,0010323
5595,0273982
5596,0819714
5597,1261945
5598,0361841
5599,0770802
5600,0366548
5601,0113149
5602,1186830
5603,0929425
5604,0313911
5605,0247586
5606,0221889
5607,0450345
5608,1131729
5609,0107048
5610,0097372
5611,0038969
5612,0048347
5613,0089908
5614,0111503
5615,0101761
5616,1922777
5617,0191754
5618,2313197
5619,0086346
5620,0212338
5621,0298744
5622,0118851
5623,0213203
5624,0101746
5625,2667380
5626,0076538
5627,0067800
5628,0291341
5629,2404233
5630,0429591
5631,0120471
5632,0338459
5633,0381681
5634,0042369
5635,0089504
5636,0146882
5637,0276501
5638,3469046
5639,0117119
5640,0099776
5641,2325002
5642,0463998
5643,0082353
5644,1611224
5645,0312528
5646,0349825
5647,0102713
5648,4547056
5649,0070608
5650,0772193
5651,0292963
5652,0072353
5653,1321870
5654,0800241
5655,0093779
5656,0044121
5657,2209764
5658,0090966
5659,0100240
5660,0475355
5661,0016641
5662,0097493
5663,0092067
5664,0059183
5665,0088930
5666,3040964
5667,0095655
5668,0418038
5669,0050539
5670,0062362
5671,0209475
5672,0097388
5673,1051904
5674,0208629
5675,0046912
5676,0206187
5677,0119468
5678,0124901
5679,0048434
5680,0274711
5681,0109707
5682,0102467
5683,0107529
5684,4119278
5685,7293380
5686,1407050
5687,0119095
5688,0108333
5689,0120879
5690,2170593
5691,0418279
5692,0082783
5693,0111359
5694,0097500
5695,1028528
5696,0319829
5697,0126029
5698,0107930
5699,0085615
5700,0081554
5701,0192731
5702,0110823
5703,0101640
5704,1778338
5705,0039066
5706,0045920
5707,0157183
5708,0227538
5709,1392170
5710,6649108
5711,0095489
5712,0388980
5713,0368226
5714,1240982
5715,2967008
5716,1391092
5717,0131409
5718,3859076
5719,0019421
5720,5140878
5721,0067328
5722,0403910
5723,0037017
5724,0209077
5725,0462200
5726,1212419
5727,0398017
5728,0113610
5729,1286130
5730,0072443
5731,0430651
5732,0142032
5733,0093260
5734,0037094
5735,0080539
5736,0102368
5737,0100087
5738,0118691
5739,0467197
5740,1711525
5741,0423409
5742,4912910
5743,0296572
5744,0133363
5745,0104412
5746,0118589
5747,0455782
5748,0172493
5749,0303933
5750,1055366
5751,0209958
5752,0240200
5753,0439815
5754,0277371
5755,0119802
5756,0091093
5757,0078872
5758,0166960
5759,1355630
5760,0099052
5761,0245712
5762,0071577
5763,2277860
5764,0100438
5765,0032881
5766,1068680
5767,0061132
5768,0113497
5769,0049452
5770,0133385
5771,0094715
5772,1340138
5773,0144084
5774,0212579
5775,0430912
5776,0084597
5777,0118845
5778,2224026
5779,0118843
5780,0069738
5781,0480025
5782,0368913
5783,0120510
5784,1954701
5785,0934706
5786,0393162
5787,0093148
5788,0262210
5789,0081480
5790,0305224
5791,0059797
5792,0231775
5793,3132738
5794,3553442
5795,0154421
5796,0119731
5797,0047445
5798,0068972
5799,1038919
5800,1294226
5801,0814685
5802,0269347
5803,1460743
5804,0080913
5805,0039416
5806,0112572
5807,1017460
5808,1000764
5809,0116242
5810,1439572
5811,1186370
5812,0186151
5813,0359423
5814,0043961
5815,0424774
5816,0164912
5817,1659343
5818,0031505
5819,1229340
5820,0083987
5821,0063032
5822,3531824
5823,1606392
5824,0120323
5825,0120034
5826,3741834
5827,1321509
5828,0114268
5829,4289434
5830,0120857
5831,0068473
5832,0074860
5833,3327994
5834,1483797
5835,0102951
5836,2796678
5837,0113097
5838,1333667
5839,2865120
5840,0116581
5841,1881002
5842,0070016
5843,0095174
5844,0059026
5845,0485601
5846,0154420
5847,0112744
5848,1220634
5849,0089489
5850,0113347
5851,0287978
5852,0082926
5853,7057376
5854,1336617
5855,0050634
5856,0060668
5857,0117398
5858,0102744
5859,0947798
5860,0108255
5861,0107977
5862,0110116
5863,1045778
5864,0079470
5865,1349482
5866,0053611
5867,0119081
5868,1174730
5869,0110857
5870,1185834
5871,0086994
5872,1047540
5873,0067824
5874,0385004
5875,0057318
5876,0891527
5877,2459156
5878,0080801
5879,3168230
5880,2917506
5881,0060934
5882,0106521
5883,0098194
5884,0113556
5885,0089839
5886,0166943
5887,0056217
5888,1129427
5889,0119079
5890,1866249
5891,0060161
5892,0146838
5893,0044837
5894,0173772
5895,2312718
5896,0053580
5897,0085475
5898,0104897
5899,0086336
5900,0116905
5901,0093207
5902,0046250
5903,0022100
5904,0369735
5905,0462519
5906,0056111
5907,0014646
5908,0078754
5909,0100666
5910,0096251
5911,0120684
5912,0056541
5913,0025456
5914,1862079
5915,0421073
5916,0083163
5917,0090557
5918,0027652
5919,0299977
5920,0436231
5921,0848228
5922,0120741
5923,1977895
5924,0113243
5925,7924798
5926,0245238
5927,0058404
5928,0143861
5929,0099654
5930,0035415
5931,4425064
5932,0147004
5933,1151922
5934,0316654
5935,0098635
5936,0120910
5937,1033575
5938,0371280
5939,0076843
5940,0475276
5941,0117826
5942,0097967
5943,0315543
5944,0385017
5945,0181733
5946,0388789
5947,0051418
5948,2140423
5949,0046874
5950,0116631
5951,0113501
5952,1071358
5953,0337824
5954,0904049
5955,0103678
5956,0055254
5957,0056171
5958,5686062
5959,0083564
5960,0080393
5961,0037549
5962,1082886
5963,0106519
5964,0138524
5965,0166252
5966,0455326
5967,0093300
5968,0104139
5969,0278435
5970,2503944
5971,1421378
5972,0390521
5973,0100436
5974,0138703
5975,1114698
5976,0862846
5977,0978759
5978,3365778
5979,0149367
5980,1396523
5981,0413895
5982,0856008
5983,5726086
5984,2278871
5985,0245171
5986,1316037
5987,0190590
5988,0085334
5989,0314979
5990,0112818
5991,0103959
5992,0087231
5993,3850214
5994,0256380
5995,3817848
5996,0425637
5997,0810913
5998,0052357
5999,0129332
6000,0076451
6001,0076257
6002,0159421
6003,0465502
6004,0239655
6005,3593046
6006,0078875
6007,4176776
6008,0142237
6009,0041414
6010,0037913
6011,0053877
6012,0054594
6013,0119237
6014,0119280
6015,2357461
6016,0114279
6017,0074811
6018,2377322
6019,0810988
6020,0078937
6021,1247692
6022,0107211
6023,1079372
6024,0829459
6025,4257858
6026,0051411
6027,1433108
6028,4048272
6029,5491994
6030,0041842
6031,1772925
6032,1194417
6033,0097334
6034,0924129
6035,0778661
6036,1175491
6037,2172934
6038,1408253
6039,1980162
6040,0084783
6041,0071562
6042,0184791
6043,2387433
6044,0110167
6045,0338512
6046,0019254
6047,0315297
6048,1872818
6049,0095956
6050,1740707
6051,0245803
6052,0120802
6053,2112999
6054,0353969
6055,0105219
6056,0088178
6057,0250067
6058,0101258
6059,0069097
6060,0083511
6061,0857191
6062,0110213
6063,0099329
6064,1545660
6065,0332658
6066,0098724
6067,1541149
6068,0089886
6069,0055798
6070,1292594
6071,0115751
6072,3623726
6073,2726560
6074,0344510
6075,0096126
6076,0107156
6077,0048140
6078,0758758
6079,0112573
6080,0379889
6081,0211915
6082,0104652
6083,4263482
6084,0092099
6085,0078966
6086,0095330
6087,2043932
6088,0278500
6089,0106469
6090,0028333
6091,0120855
6092,1725969
6093,0163025
6094,0158493
6095,0286179
6096,0108941
6097,1130884
6098,0366551
6099,2872732
6100,1727388
6101,0113756
6102,0113419
6103,0107554
6104,0084395
6105,0096223
6106,0120240
6107,0430922
6108,2166834
6109,0306047
6110,1700841
6111,0027664
6112,1648190
6113,0014429
6114,0174856
6115,1288558
6116,0104389
6117,0053925
6118,0213121
6119,0020640
6120,0099581
6121,0067140
6122,0101026
6123,0064840
6124,0031047
6125,0490204
6126,0099763
6127,0108539
6128,0076727
6129,0120746
6130,0348593
6131,0114906
6132,0061549
